election_date,list,district_id,constituency_city,votes_count,oath_date,seniority,party_full,city_of_birth,date_of_birth,education,finished_school,occupation,voting_participation,name,party_short,additional_info,party_function,academic_degree,sejm_function,mandate_expiry_date
13-10-2019,Prawo i Sprawiedliwość,16,Płock,17873,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,22-09-1991,wyższe,"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie, Wydział Prawa i Administracji, Prawo - magister (2016)",prawnik,97.24,Ozdoba Jacek,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,14,Nowy Sącz,20908,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Nowy Targ,31-03-1960,wyższe,"Akademia Górniczo-Hutnicza w Krakowie, Wydział Geodezji Inżynieryjno-Gospodarczej, Geodezja inżynieryjno-gospodarcza - magister inżynier (1983)",parlamentarzysta,99.19,Paluch Anna,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,22,Krosno,12905,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Lubaczów,28-12-1956,wyższe,"Akademia Rolnicza w Krakowie, Ogrodnictwo, Ogrodnictwo - magister inżynier (1980)Wyższa Szkoła Społeczno-Gospodarcza w Tyczynie, Wspólna Polityka Rolna i Funduszy Wspólnoty (2004) - studia podyplomowe",dyrektor zarządzający,99.31,Pamuła Teresa,PiS,,,,,
13-10-2019,Koalicja Obywatelska,35,Olsztyn,19415,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Starogard Gdański,13-02-1977,wyższe,"Uniwersytet Warmińsko-Mazurski, Wydział Humanistyczny, Stosunki międzynarodowe - licencjat (2007)Olsztyńska Szkoła Wyższa, Wydział Pedagogiczny, Pedagogika promocji zdrowia - magister (2012)Collegium Humanum-Szkoła Główna Menedżerska w Warszawie, Executive Master of Business Administration (MBA) (2019) - studia podyplomowe",pedagog,98.78,Papke Paweł,KO,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,35,Olsztyn,19528,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Biskupiec,28-01-1977,wyższe,"Uniwersytet Gdański, Wydział Prawa, Prawo - magister (2001)Uniwersytet Warmińsko-Mazurski, Integracja europejska (2004) - studia podyplomowe",prawnik,92.79,Pasławska Urszula,KP,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,38,Piła,13585,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Poznań,10-04-1979,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji, Prawo - magister (2005)",parlamentarzysta,93.62,Paszyk Krzysztof,KP,,,,,
13-10-2019,Prawo i Sprawiedliwość,23,Rzeszów,16094,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Nowa Sarzyna,08-11-1972,wyższe,"Wyższa Szkoła Inżynieryjno-Ekonomiczna, Ogrodnictwo, Kształtowanie terenów zieleni - inżynier (2011)",inżynier ogrodnictwa,99.72,Paul Jerzy,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,36,Kalisz,14209,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Godziesze Wielkie,25-06-1976,wyższe,"Uniwersytet im. A. Mickiewicza w Poznaniu, Prawo, Prawo - magister (2000)Uniwersytet Łódzki, Zarządzanie Jednostkami Samorządu Terytorialnego (2001) - studia podyplomoweUniwersytet Ekonomiczny w Poznaniu, Gospodarki Nieruchomościami (2006) - studia podyplomowe",prawnik,98.98,Pawliczak Karolina,Lewica,wiceprzewodnicząca klubu,wiceprzewodnicząca,,,
13-10-2019,Sojusz Lewicy Demokratycznej,7,Chełm,12916,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Ryki,15-06-1983,wyższe,"Wyższa Szkoła Przedsiębiorczości i Administracji w Lublinie, Stosunki Międzynarodowe, Międzynarodowa Współpraca Polityczna i Gospodarcza - licencjat (2011)Uniwersytet Warszawski, Wydział Nauk Prawnych i Stosunków Międzynarodowych, Stosunki Międzynarodowe, Dyplomacja - magister (2016)",specjalista do spraw stosunków międzynarodowych,98.17,Pawłowska Monika,PiS,,,,,
13-10-2019,Koalicja Obywatelska,27,Bielsko-Biała,17914,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Kocierz Rydzwałdzki,10-06-1961,wyższe,"Krakowska Szkoła Wyższa, Wydział Prawa i Administracji, Administracja - magister (2006)Polska Akademia Nauk, Zarządz. w Pol. Adm. Publicznej a Wspólna Europejska Przestrzeń Administracyjna (2010) - studia podyplomowe",ekonomista,99.76,Pępek Małgorzata,KO,,,,,
13-10-2019,Koalicja Obywatelska,9,Łódź,25663,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Zgierz,03-09-1969,wyższe,"Uniwersytet Łódzki, Wydział Filozoficzno-Historyczny, Historia - magister (1995)Uniwersytet Łódzki, Wydział Zarządzania, Marketing (1996) - studia podyplomowePolitechnika Łódzka, MBA finanse (2006) - studia podyplomowe",historyk,96.9,Piątkowski Krzysztof,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,30,Bielsko-Biała,38809,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, senator VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Rybnik,19-09-1954,wyższe,"Śląska Akademia Medyczna, Wydział Lekarski - lekarz (1983)Akademia Ekonomiczna im. K. Adamieckiego w Katowicach, Zarządzanie w ochronie zdrowia (2000) - studia podyplomowe",lekarz medycyny,96.71,Piecha Bolesław,PiS,,,,,
13-10-2019,Koalicja Obywatelska,3,Wrocław,14844,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Tomaszów Mazowiecki,01-01-1960,wyższe,"Uniwersytet Wrocławski, Wydział Prawa i Administracji, Prawo - magister (1986)Okręgowa Izba Radców Prawnych we Wrocławiu, Aplikacja radcowska - radca prawny (1991)",radca prawny,89.65,Piechota Sławomir Jan,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,38,Piła,9232,12-11-2019,"poseł III kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Piła,14-09-1963,wyższe,"Akademia Teologii Katolickiej, Wydział Kościelnych Nauk Historycznych i Społecznych, Socjologia religii - magister (1991)Wyższa Szkoła Zawodowa Kadry dla Europy w Poznaniu, zarządzanie przedsiębiorstwem w kryzysie i upadłości (2010) - studia podyplomowe",parlamentarzysta,97.43,Piechowiak Grzegorz,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,15,Tarnów,75220,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Tuchów,15-02-1977,wyższe,"Małopolska Wyższa Szkoła Ekonomiczna, Wydział Zarządzania i Turystyki, Zarządzanie - magister (2009)Uniwersytet Ekonomiczny w Krakowie - Krakowska Szkoła Biznesu, MBA (2021) - studia podyplomowe",przedstawiciel władzy samorządowej,99.86,Pieczarka Anna,PiS,,,,,
13-10-2019,Koalicja Obywatelska,19,Warszawa,8780,12-11-2019,"poseł II kadencji, poseł III kadencji, poseł IV kadencji, poseł V kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Warszawa,23-09-1967,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (1992)Aplikacja sędziowska i radcowska (1995)",radca prawny,89.67,Piekarska Katarzyna Maria,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,24,Białystok,63878,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Sielc,17-12-1964,wyższe,"Filia Uniwersytetu Warszawskiego w Białymstoku, Wydział Humanistyczny, Historia - magister (1988)Wyższa Szkoła Finansów i Zarządzania w Białymstoku, Studia menadżerskie (1996) - studia podyplomoweUniwersystet w Białymstoku, Zarządzanie oświatą (2000) - studia podyplomoweWyższa Szkoła Administracji Publicznej w Białymstoku, Zarządzanie kadrami w administracji publicznej (2001) - studia podyplomowe",nauczyciel historii,99.74,Piontkowski Dariusz,PiS,,,,,
13-10-2019,Koalicja Obywatelska,26,Słupsk,12627,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Domatowo,03-05-1958,wyższe,"Akademia Rolniczo-Techniczna w Olsztynie, Wydział Rolniczy, Ekonomia rolnictwa - magister inżynier (1982)Akademia Rolniczo-Techniczna w Olsztynie, Ekonomia rolnictwa - doktor (1988)",inżynier rolnik,99.53,Plocke Kazimierz,KO,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,25,Gdańsk,89384,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Gdańsk,10-05-1989,wyższe,"Uniwersytet Gdański, Wydział Prawa i Administracji, Prawo - magister (2013)Pomorska Izba Adwokacka, Aplikacja adwokacka (2016)",adwokat,98.09,Płażyński Kacper,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,8,Zielona Góra,10918,12-11-2019,"senator IV kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Bogatynia,05-11-1951,wyższe,"Akademia Medyczna we Wrocławiu, Wydział Lekarski, Lekarz medycyny - lekarz (1975)",lekarz medycyny rodzinnej,96.79,Płonka Elżbieta,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,1,Legnica,4876,27-11-2020,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Bolesławiec,22-09-1985,wyższe,"Uniwersytet Wrocławski, Wydział Nauk Społecznych, Stosunki międzynarodowe - licencjat (2010)Wyższa Szkoła Bankowa we Wrocławiu, Wydział Finansów i Zarządzania, Zarządzanie - magister (2018)Wyższa Szkoła Bankowa we Wrocławiu, Controlling (2019) - studia podyplomowe",menedżer,99.76,Pogoda Szymon,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,31,Katowice,7621,12-11-2019,"poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Piekary Śląskie,24-08-1961,wyższe,"Uniwersytet Śląski, Wydział Prawa, Prawo - magister (1986)",prawnik,93.14,Polaczek Jerzy,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,12,Kraków,16130,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Wadowice,19-11-1963,średnie zawodowe,Technikum Mechaniczne - technik (1984),parlamentarzysta,99.64,Polak Marek,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,11,Sieradz,34056,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Grabinka,20-01-1961,wyższe,"Akademia Rolnicza w Poznaniu, Wydział Rolny, Mechanizacja rolnictwa - magister inżynier (1985)",parlamentarzysta,99.93,Polak Piotr,PiS,,,,,
13-10-2019,Koalicja Obywatelska,25,Gdańsk,39103,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Gdynia,08-01-1980,wyższe,"Uniwersytet Gdański, Wydział Nauk Politycznych, Politologia - magister (2005)",politolog,93.65,Pomaska Agnieszka,KO,,,,,
13-10-2019,Koalicja Obywatelska,23,Rzeszów,23312,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Warszawa,18-05-1969,średnie policealne/pomaturalne,"Pomaturalne Studium Ekonomiczne, Ekonomia - technik (1998)",technik ekonomista,96.29,Poncyljusz Paweł,KO,wiceprzewodniczący klubu,wiceprzewodniczący,,,
13-10-2019,Prawo i Sprawiedliwość,21,Opole,38583,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Opole,06-08-1968,wyższe,"Uniwersytet Opolski, Wydział Nauk Społecznych, Administracja Rządowa i Samorządowa - magister (2004)",wyższy urzędnik państwowy,96.29,Porowska Violetta,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,38,Piła,27077,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Kielce,20-07-1984,wyższe,"Wyższa Szkoła Stosunków Międzynarodowych i Amerykanistyki w Warszawie, Dyplomacja i Stosunki Międzynarodowe, Politologia - licencjat (2013)Collegium Civitas (Warszawa), Bezpieczeństwo Energetyczne Polski (2014) - studia podyplomowe",parlamentarzysta,99.48,Porzucek Marcin,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,40,Koszalin,15300,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Krotoszyn,27-08-1960,wyższe,"Uniwersytet Szczeciński, Wydział Pedagogiczny, Nauczanie początkowe - magister (1997)",dziennikarka,95.95,Prokop-Paczkowska Małgorzata,Lewica,,,,,
13-10-2019,Koalicja Obywatelska,34,Elbląg,24266,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Lidzbark Warmiński,15-01-1964,wyższe,"Akademia Wychowania Fizycznego Gdańsk, Wydział Trenerski, Koszykówka - magister (1987)Uniwersytet Warmińsko-Mazurski, Zarządzanie w Administracji Publicznej (2001) - studia podyplomowe",polityk,97.5,Protas Jacek,KO,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,3,Wrocław,17618,12-11-2019,"poseł IV kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Brzeg,05-06-1967,wyższe,"Uniwersytet Wrocławski, Wydział Filologiczny, Filologia Polska - magister (1994)",parlamentarzysta,91.83,Protasiewicz Jacek,KP,wiceprzewodniczący klubu,wiceprzewodniczący,,,
13-10-2019,Prawo i Sprawiedliwość,27,Bielsko-Biała,23907,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Bielsko-Biała,13-07-1982,wyższe,"Akademia Rolnicza w Krakowie, Wydział Hodowli i Biologii, Zootechnika - magister inżynier (2006)",parlamentarzysta,99.28,Puda Grzegorz,PiS,,,,,
13-10-2019,Koalicja Obywatelska,13,Kraków,18203,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Proszowice,30-09-1972,wyższe,"Uniwersytet Papieski im. Jana Pawła II w Krakowie, Wydział Historii, Historia - magister (1998)",historyk,94.69,Raś Ireneusz,KP,,,,,
13-10-2019,Prawo i Sprawiedliwość,9,Łódź,6833,12-11-2019,senator VI kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Łódź,03-02-1955,wyższe,"Uniwersytet Łódzki, Wydział Prawa i Administracji, Prawo - magister (1977)Wydział Prawa i Administracji Uniwersytetu Łódzkiego, Nauki Prawne (1982) - studia doktoranckieWydział Prawa i Administracji Uniwersytetu Łódzkiego, Nauki Prawne - doktor habilitowany (1996)",prawnik,90.31,Rau Zbigniew,PiS,,,profesor doktor habilitowany (2006),,
13-10-2019,Prawo i Sprawiedliwość,16,Płock,9905,08-02-2022,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Ciechanów,15-02-1978,wyższe,"Wyższa Szkoła Humanistyczna w Pułtusku, Wydział Nauk Politycznych, Politologia - licencjat (2002)Wyższa Szkoła Humanistyczna w Pułtusku, Wydział Nauk Politycznych, Politologia - magister (2004)Wyższa Szkoła Menedżerska w Warszawie, Executive Master of Business Administration (2019) - studia podyplomowe",politolog,99.52,Romanowski Rafał,PiS,,,,,
13-10-2019,Koalicja Obywatelska,31,Katowice,13918,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Czeladź,24-04-1986,wyższe,"Uniwersytet Śląski, Wydział Nauk Społecznych, Politologia, Dziennikarstwo i Komunikacja Społeczna - magister (2010)",politolog,96.34,Rosa Monika,KO,,,,,
13-10-2019,Koalicja Obywatelska,19,Warszawa,25061,12-11-2019,poseł VII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Radom,08-08-1946,wyższe,"Szkoła Główna Handlowa w Warszawie (d. SGPiS), Handel Zagraniczny, Ekonomika Handlu Zagranicznego - magister (1969)Szkoła Główna Handlowa w Warszawie, Ekonomia - doktor habilitowany (1978)",ekonomista,93.81,Rosati Dariusz,KO,,,profesor doktor habilitowany (1990),,
13-10-2019,Sojusz Lewicy Demokratycznej,20,Warszawa,38495,12-11-2019,poseł VII kadencji,Koło Parlamentarne PPS,Warszawa,17-03-1969,średnie ogólne,XLIV Liceum Ogólnokształcące im. A. Dobiszewskiego w Warszawie (1988),dziennikarz,99.64,Rozenek Andrzej,PPS,,,,,
13-10-2019,Prawo i Sprawiedliwość,15,Tarnów,18321,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Kraków,11-09-1966,wyższe,"Akademia Ekonomiczna w Krakowie, Wydział Ekonomiki Obrotu, Ekonomika i Organizacja Obrotu i Usług - magister (1990)",parlamentarzysta,99.69,Rusecka Urszula,PiS,,,,,
13-10-2019,Koalicja Obywatelska,36,Kalisz,12886,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Leszno,28-02-1983,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji, Prawo - magister (2006)",prawnik,98.33,Rusiecki Grzegorz,KO,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,26,Słupsk,7929,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Gdynia,12-06-1975,wyższe,"Uniwersytet Gdański, Wydział Nauk Społecznych, Socjologia - magister (1999)Uniwersytet Gdański, Wydział Zarządzania, Szkoła Zarządzania (2001) - studia podyplomoweUniwersytet Gdański, Wydział Zarządzania, Organizacja i Zarządzanie (2005) - studia doktoranckieUniwersytet Gdański, Wydział Zarządzania, Nauka o Zarządzaniu - doktor (2013)",nauczyciel akademicki,99.16,Rutka Marek,Lewica,,,doktor,,
13-10-2019,Koalicja Obywatelska,38,Piła,39344,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Szamotuły,03-12-1978,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Politologia, Marketing Polityczny i Samorządowość - magister (2002)",polityk,96.62,Rutnicki Jakub,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,11,Sieradz,25246,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Wieluń,16-12-1986,wyższe,"Uniwersytet Medyczny w Poznaniu, Wydział Farmaceutyczny, Farmacja - magister (2013)",farmaceuta,99.03,Rychlik Paweł,PiS,,,,,
13-10-2019,Koalicja Obywatelska,22,Krosno,10555,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Rzeszów,04-10-1957,wyższe,"Akademia Wychowania Fizycznego w Krakowie, Wychowanie Fizyczne, Nauczycielski - magister (1984)Wyższa Szkoła Informatyki i Zarządzania w Rzeszowie, Organizacja i Zarządzanie Oświatą (2002) - studia podyplomowe",nauczyciel,97.53,Rząsa Marek,KO,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,41,Szczecin,12622,12-11-2019,brak,"Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Szamotuły,22-08-1972,wyższe,"Akademia Rolnicza w Szczecinie, Wydział Rolnictwa, Ogrodnictwo - magister inżynier (1997)Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Biologii, Nauczanie biologii - licencjat (1997)Akademia Rolnicza w Krakowie, Hodowla Roślin i Nasiennictwo (2002) - studia podyplomoweAkademia Rolnicza w Szczecinie, Ogrodnictwo - doktor (2007)",inżynier ogrodnik,91.76,Rzepa Jarosław,KP,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,11,Sieradz,20752,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Kutno,31-07-1986,wyższe,"Katolicki Uniwersytet Lubelski Jana Pawła II, Wydział Prawa, Prawa Kanonicznego i Administracji, Prawo - magister (2010)Katolicki Uniwersytet Lubelski Jana Pawła II, Europejskie Studia Samorządowe (2010) - studia podyplomoweSzkoła Główna Gospodarstwa Wiejskiego w Warszawie, Rachunkowości Gospodarstw Rolniczych i Przedsiębiorstw (2011) - studia podyplomoweKatolicki Uniwersytet Lubelski Jana Pawła II, nauki prawne - doktor (2018)",prawnik,99.67,Rzymkowski Tomasz,PiS,,,doktor,,
13-10-2019,Polskie Stronnictwo Ludowe,7,Chełm,10651,12-11-2019,poseł VIII kadencji,Koło Poselskie Kukiz'15 - Demokracja Bezpośrednia,Lublin,08-10-1971,wyższe,"Szkoła Główna Gospodarstwa Wiejskiego, Wydział Ekonomiczno-Rolniczy, Ekonomia - magister (1998)Uniwersytet Przyrodniczy w Lublinie, Agrobioinżynierii - doktor (2010)Warszawska Szkoła Zarządzania-Szkoła Wyższa, wycena nieruchomości (2013) - studia podyplomowe",ekonomista,94.46,Sachajko Jarosław,Kukiz15,,,doktor,,
